ID,Traditional,Simplified,Level,Pinyin,POS,Meaning,Compounds,Examples,WFreq,SFreq,MOE
6108,奉獻,奉献,6,fèngxiàn,,,,,15,24,6257
6109,風向,风向,6,fēngxiàng,,,,,4,9,6142
6110,奉行,奉行,6,fèngxíng,,,,,10,4,6258
6111,風行,风行,6,fēngxíng,,,,,5,3,6143
6112,佛家,佛家,6,Fójiā,,,,,6,2,
6113,佛經,佛经,6,Fójīng,,,,,5,9,5303
6114,否決,否决,6,fǒujué,,,,,5,5,5470
6115,赴,赴,6,fù,,,,,42,7,6558
6116,敷,敷,6,fū,,,,,8,7,6300
6117,腐敗,腐败,6,fǔbài,,,,,13,5,6485
6118,扶持,扶持,6,fúchí,,,,,9,11,6317
6119,復仇,复仇,6,fùchóu,,,,,15,1,6644
6120,附帶,附带,6,fùdài,,,,,9,3,6533
6121,幅度,幅度,6,fúdù,,,,,8,9,6419
6122,覆蓋,覆盖,6,fùgài,,,,,14,27,6691
6123,富貴,富贵,6,fùguì,,,,,14,5,6604
6124,富豪,富豪,6,fùháo,,,,,15,5,6607
6125,負荷,负荷,6,fùhè,,,,,12,11,6568
6126,附和,附和,6,fùhè,,,,,9,1,6536
6127,腐化,腐化,6,fǔhuà,,,,,5,3,6487
6128,復活,复活,6,fùhuó,,,,,9,3,6636
6129,附加,附加,6,fùjiā,,,,,11,8,6539
6130,腐爛,腐烂,6,fǔlàn,,,,,6,4,6486
6131,福利,福利,6,fúlì,,,,,14,24,6425
6132,俘虜,俘虏,6,fúlǔ,,,,,10,2,6356
6133,附錄,附录,6,fùlù,,,,,12,1,6535
6134,撫摸,抚摸,6,fǔmō,,,,,14,3,6494
6135,服氣,服气,6,fúqì,,,,,7,3,6391
6136,膚淺,肤浅,6,fūqiǎn,,,,,8,1,6306
6137,富強,富强,6,fùqiáng,,,,,3,1,6608
6138,服侍,服侍,6,fúshì,,,,,9,3,6396
6139,服飾,服饰,6,fúshì,,,,,11,10,6397
6140,附屬,附属,6,fùshǔ,,,,,5,2,6546
6141,復甦,复苏,6,fùsū,,,,,5,11,6646
6142,斧頭,斧头,6,fǔtou,,,,,20,2,6447
6142,斧,斧,6,fǔ,,,,,20,2,6446
6143,撫慰,抚慰,6,fǔwèi,,,,,9,6,6502
6144,富翁,富翁,6,fùwēng,,,,,8,1,6615
6145,浮現,浮现,6,fúxiàn,,,,,26,6,6371
6146,復興,复兴,6,fùxīng,,,,,11,8,6641
6147,敷衍,敷衍,6,fūyǎn,,,,,6,2,6302
6148,撫養,抚养,6,fǔyǎng,,,,,11,5,6501
6149,服藥,服药,6,fúyào,,,,,13,4,6402
6150,福音,福音,6,fúyīn,,,,,10,5,6434
6151,服用,服用,6,fúyòng,,,,,33,4,6409
6152,賦予,赋予,6,fùyǔ,,,,,25,11,6706
6153,負債,负债,6,fùzhài,,,,,8,9,6575
6154,輔助,辅助,6,fǔzhù,,,,,14,12,6459
6155,附著,附着,6,fùzhuó,,,,,5,4,6544
6156,富足,富足,6,fùzú,,,,,5,9,6612
6157,輔佐,辅佐,6,fǔzuǒ,,,,,8,1,6460
6158,副作用,副作用,6,fùzuòyòng,,,,,16,6,6596
6159,改觀,改观,6,gǎiguān,,,,,5,3,16000
6160,改行,改行,6,gǎiháng,,,,,3,2,16002
6161,改良,改良,6,gǎiliáng,,,,,15,25,15996
6162,概念,概念,6,gàiniàn,,,,,150,135,16028
6163,該死,该死,6,gāisǐ,,,,,15,0,15982
6164,改寫,改写,6,gǎixiě,,,,,9,3,16009
6165,改正,改正,6,gǎizhèng,,,,,11,3,16014
6166,改組,改组,6,gǎizǔ,,,,,5,1,16020
6167,桿,杆,6,gǎn,,,,,13,8,16381
6168,甘,甘,6,gān,,,,,7,13,16320
6169,乾旱,干旱,6,gānhàn,,,,,5,87,16363
6170,幹活,干活,6,gànhuó,,,,,11,4,16458
6171,感慨,感慨,6,gǎnkǎi,,,,,15,5,16424
6172,乾糧,干粮,6,gānliáng,,,,,5,3,16354
6173,趕路,赶路,6,gǎnlù,,,,,8,3,16391
6174,感傷,感伤,6,gǎnshāng,,,,,7,4,16441
6175,干涉,干涉,6,gānshè,,,,,14,13,16301
6176,感嘆,感叹,6,gǎntàn,,,,,16,6,16418
6176,感歎,感叹,6,gǎntàn,,,,,16,6,
6177,甘心,甘心,6,gānxīn,,,,,12,5,16329
6178,感性,感性,6,gǎnxìng,,,,,11,9,16436
6179,感應,感应,6,gǎnyìng,,,,,8,9,16447
6180,干預,干预,6,gānyù,,,,,12,9,16304
6181,甘願,甘愿,6,gānyuàn,,,,,5,12,16336
6182,乾燥,干燥,6,gānzào,,,,,16,41,16373
6183,感知,感知,6,gǎnzhī,,,,,12,2,
6184,缸,缸,6,gāng,,,,,10,5,16502
6185,鋼,钢,6,gāng,,,,,13,10,16523 16556
6186,崗位,岗位,6,gǎngwèi,,,,,7,9,16543
6187,高昂,高昂,6,gāo'áng,,,,,8,5,16149
6188,高潮,高潮,6,gāocháo,,,,,13,2,16125
6189,高超,高超,6,gāochāo,,,,,7,1,16124
6190,告辭,告辞,6,gàocí,,,,,9,1,16212
6191,高低,高低,6,gāodī,,,,,16,7,16072
6192,高峰,高峰,6,gāofēng,,,,,12,13,16066
6193,告誡,告诫,6,gàojiè,,,,,13,1,16206
6194,高齡,高龄,6,gāolíng,,,,,10,13,16089
6195,高尚,高尚,6,gāoshàng,,,,,12,3,16135
6196,高聳,高耸,6,gāosǒng,,,,,7,7,16146
6197,告訴,告诉,6,gàosù,,,,,546,363,16213
6198,高下,高下,6,gāoxià,,,,,5,0,16112
6199,高雅,高雅,6,gāoyǎ,,,,,6,3,16155
6200,告一段落,告一段落,6,gàoyīduànluò,,,,,5,4,16216
6201,高原,高原,6,gāoyuán,,,,,9,25,16160
6202,告狀,告状,6,gàozhuàng,,,,,7,2,16209
6203,稿子,稿子,6,gǎozi,,,,,26,16,16190
6203,稿,稿,6,gǎo,,,,,26,16,16185
6204,擱,搁,6,gē,,,,,17,2,15831
6205,個案,个案,6,gè'àn,,,,,58,29,15975
6206,隔閡,隔阂,6,géhé,,,,,6,7,15910
6207,格局,格局,6,géjú,,,,,11,5,15887
6208,歌劇,歌剧,6,gējù,,,,,11,2,15847
6209,隔絕,隔绝,6,géjué,,,,,8,7,15914
6210,隔離,隔离,6,gélí,,,,,15,20,15908
6211,閣樓,阁楼,6,gélóu,,,,,7,2,15896
6212,隔年,隔年,6,génián,,,,,9,13,
6213,格式,格式,6,géshì,,,,,4,1,15888
6214,個體,个体,6,gètǐ,,,,,30,8,15964
6215,革新,革新,6,géxīn,,,,,11,3,15878
6216,箇中,个中,6,gèzhōng,,,,,8,2,
6216,個中,个中,6,gèzhōng,,,,,8,2,
6217,鴿子,鸽子,6,gēzi,,,,,10,4,15873
6218,根基,根基,6,gēnjī,,,,,7,3,16475
6219,跟進,跟进,6,gēnjìn,,,,,6,5,16490
6220,跟前,跟前,6,gēnqián,,,,,19,1,16491
6221,跟蹤,跟踪,6,gēnzōng,,,,,11,2,16492
6222,更新,更新,6,gēngxīn,,,,,14,8,16567
6223,耕耘,耕耘,6,gēngyún,,,,,7,28,16585
6224,耕種,耕种,6,gēngzhòng,,,,,9,76,16583
6225,耕作,耕作,6,gēngzuò,,,,,8,71,16584
6226,公,公,6,gōng,,,,,25,27,17673
6227,弓,弓,6,gōng,,,,,23,10,17665
6228,共產,共产,6,gòngchǎn,,,,,9,4,
6229,功臣,功臣,6,gōngchén,,,,,10,5,17635
6230,共存,共存,6,gòngcún,,,,,8,10,
6231,工地,工地,6,gōngdì,,,,,5,13,17572
6232,工讀,工读,6,gōngdú,,,,,1,1,17574
6233,攻讀,攻读,6,gōngdú,,,,,6,2,17645
6234,供奉,供奉,6,gòngfèng,,,,,9,5,17904
6235,公告,公告,6,gōnggào,,,,,4,4,17715
6236,鞏固,巩固,6,gǒnggù,,,,,15,8,17874
6237,公關,公关,6,gōngguān,,,,,9,2,17718
6238,共和,共和,6,gònghé,,,,,8,4,17884
6239,工匠,工匠,6,gōngjiàng,,,,,8,5,17580
6240,恭敬,恭敬,6,gōngjìng,,,,,7,6,17859
6241,功利,功利,6,gōnglì,,,,,9,3,17626
6242,共鳴,共鸣,6,gòngmíng,,,,,14,8,17877
6243,功名,功名,6,gōngmíng,,,,,8,2,17620
6244,公然,公然,6,gōngrán,,,,,10,4,17789
6245,公認,公认,6,gōngrèn,,,,,11,6,17790
6246,共事,共事,6,gòngshì,,,,,9,0,17897
6247,共識,共识,6,gòngshì,,,,,21,30,17898
6248,公式,公式,6,gōngshì,,,,,16,2,17780
6249,攻勢,攻势,6,gōngshì,,,,,13,4,17660
6250,共通,共通,6,gòngtōng,,,,,11,5,17880
6251,公投,公投,6,gōngtóu,,,,,2,27,
6252,恭維,恭维,6,gōngwéi,,,,,7,0,17862
6253,公務,公务,6,gōngwù,,,,,6,4,17814
6254,攻陷,攻陷,6,gōngxiàn,,,,,9,1,17654
6255,共享,共享,6,gòngxiǎng,,,,,12,9,17890
6256,公益,公益,6,gōngyì,,,,,10,25,17802
6257,工藝,工艺,6,gōngyì,,,,,8,17,17606
6258,公正,公正,6,gōngzhèng,,,,,13,3,17763
6259,公子,公子,6,gōngzǐ,,,,,19,1,17791
6260,勾,勾,6,gōu,,,,,7,9,16220 16259
6260,勾,勾,6,gòu,,,,,7,9,16220 16259
6261,勾結,勾结,6,gōujié,,,,,7,1,16224
6262,構思,构思,6,gòusī,,,,,9,3,16285
6263,故,故,6,gù,,,,,97,6,16812
6264,穀,谷,6,gǔ,,,,,15,7,16786
6265,股,股,6,gǔ,,,,,113,54,16734
6266,谷,谷,6,gǔ,,,,,15,5,16731 44419
6267,鼓吹,鼓吹,6,gǔchuī,,,,,9,3,16775
6268,鼓動,鼓动,6,gǔdòng,,,,,6,1,16771
6269,股東,股东,6,gǔdōng,,,,,31,3,16740
6270,股份,股份,6,gǔfèn,,,,,17,1,16738
6271,辜負,辜负,6,gūfù,,,,,6,4,16675
6272,骨骼,骨骼,6,gǔgé,,,,,11,28,16752
6273,顧及,顾及,6,gùjí,,,,,7,5,16847
6274,顧忌,顾忌,6,gùjì,,,,,8,2,16848
6275,滑稽,滑稽,6,gǔjī,,,,,11,1,20150
6276,孤立,孤立,6,gūlì,,,,,18,8,16649
6277,顧慮,顾虑,6,gùlǜ,,,,,11,5,16845
6278,鼓起,鼓起,6,gǔqǐ,,,,,10,4,
6279,姑且,姑且,6,gūqiě,,,,,9,1,16628
6280,固然,固然,6,gùrán,,,,,38,7,16809
6281,骨肉,骨肉,6,gǔròu,,,,,6,2,16761
6282,估算,估算,6,gūsuàn,,,,,8,4,16613
6283,固體,固体,6,gùtǐ,,,,,5,4,16806
6284,鼓舞,鼓舞,6,gǔwǔ,,,,,15,13,16782
6285,僱用,雇用,6,gùyòng,,,,,6,3,16838
6286,雇用,雇用,6,gùyòng,,,,,15,7,
6287,固有,固有,6,gùyǒu,,,,,7,3,16811
6288,鼓掌,鼓掌,6,gǔzhǎng,,,,,9,8,16774
6289,固執,固执,6,gùzhí,,,,,14,4,16807
6290,雇主,雇主,6,gùzhǔ,,,,,9,9,16835
6290,僱主,雇主,6,gùzhǔ,,,,,9,9,
6291,寡,寡,6,guǎ,,,,,13,5,16884
6292,寡婦,寡妇,6,guǎfù,,,,,17,3,16887
6293,拐,拐,6,guǎi,,,,,11,5,17144
6294,乖巧,乖巧,6,guāiqiǎo,,,,,5,4,17142
6295,怪異,怪异,6,guàiyì,,,,,17,2,17168
6296,拐杖,拐杖,6,guǎizhàng,,,,,7,5,
6297,怪罪,怪罪,6,guàizuì,,,,,8,1,17167
6298,灌,灌,6,guàn,,,,,10,27,17458
6299,官,官,6,guān,,,,,72,16,17310
6300,關愛,关爱,6,guān'ài,,,,,13,9,17382
6301,官兵,官兵,6,guānbīng,,,,,25,3,17311
6302,棺材,棺材,6,guāncái,,,,,21,4,17344
6302,棺,棺,6,guān,,,,,21,4,17342
6303,官場,官场,6,guānchǎng,,,,,17,0,17332
6304,貫徹,贯彻,6,guànchè,,,,,8,4,17444
6305,官方,官方,6,guānfāng,,,,,24,31,17313
6306,觀感,观感,6,guāngǎn,,,,,5,2,17389
6307,管家,管家,6,guǎnjiā,,,,,16,4,17416
6308,管教,管教,6,guǎnjiào,,,,,26,12,17417 17418
6309,關節,关节,6,guānjié,,,,,35,19,17371
6310,關卡,关卡,6,guānkǎ,,,,,5,8,17367
6311,慣例,惯例,6,guànlì,,,,,12,3,17448
6312,關連,关连,6,guānlián,,,,,10,4,17365
6313,官僚,官僚,6,guānliáo,,,,,20,2,17321
6314,關切,关切,6,guānqiè,,,,,13,10,17374
6315,官司,官司,6,guānsī,,,,,10,3,17336
6316,關頭,关头,6,guāntóu,,,,,9,5,17364
6317,觀望,观望,6,guānwàng,,,,,7,3,17405
6318,管轄,管辖,6,guǎnxiá,,,,,9,3,17421
6319,管用,管用,6,guǎnyòng,,,,,8,0,17433
6320,關照,关照,6,guānzhào,,,,,7,6,17378
6321,管制,管制,6,guǎnzhì,,,,,15,21,17427
6322,官職,官职,6,guānzhí,,,,,12,0,17329
6323,觀,观,6,guān,,,,,30,24,17384 17474
6323,觀,观,6,guàn,,,,,30,24,17384 17474
6324,光彩,光彩,6,guāngcǎi,,,,,13,4,17532
6325,光顧,光顾,6,guānggù,,,,,5,1,17512
6326,光滑,光滑,6,guānghuá,,,,,9,5,17517
6327,光輝,光辉,6,guānghuī,,,,,9,7,17518
6328,廣闊,广阔,6,guǎngkuò,,,,,10,5,17554
6329,光亮,光亮,6,guāngliàng,,,,,8,4,17511
6330,光榮,光荣,6,guāngróng,,,,,12,8,17529
6331,廣為,广为,6,guǎngwéi,,,,,9,5,
6332,廣義,广义,6,guǎngyì,,,,,8,3,17558
6333,光陰,光阴,6,guāngyīn,,,,,7,4,17535
6334,歸,归,6,guī,,,,,58,30,17208 18773
6335,貴賓,贵宾,6,guìbīn,,,,,5,6,17286
6336,軌道,轨道,6,guǐdào,,,,,19,18,17242
6337,規範,规范,6,guīfàn,,,,,39,19,17187
6338,規格,规格,6,guīgé,,,,,10,10,17191
6339,歸功,归功,6,guīgōng,,,,,9,4,17221
6340,規劃,规划,6,guīhuà,,,,,70,66,17193
6340,規畫,规画,6,guīhuà,,,,,70,66,
6341,歸還,归还,6,guīhuán,,,,,8,2,17223
6342,詭計,诡计,6,guǐjì,,,,,9,0,17275
6343,軌跡,轨迹,6,guǐjī,,,,,8,5,17243
6344,歸類,归类,6,guīlèi,,,,,5,4,17218
6345,歸納,归纳,6,guīnà,,,,,12,3,17215
6346,詭異,诡异,6,guǐyì,,,,,13,1,17279
6347,裹,裹,6,guǒ,,,,,14,3,17080
6348,過錯,过错,6,guòcuò,,,,,8,4,17128
6349,國度,国度,6,guódù,,,,,10,16,16959
6350,過渡,过渡,6,guòdù,,,,,6,13,17095
6351,果斷,果断,6,guǒduàn,,,,,7,2,17058
6352,國防,国防,6,guófáng,,,,,8,7,16954
6353,過關,过关,6,guòguān,,,,,5,8,17106
6354,過活,过活,6,guòhuó,,,,,7,1,17111
6355,過濾,过滤,6,guòlǜ,,,,,8,25,17105
6356,過人,过人,6,guòrén,,,,,13,4,17127
6357,國事,国事,6,guóshì,,,,,8,2,17018
6358,過時,过时,6,guòshí,,,,,8,2,17124
6359,過失,过失,6,guòshī,,,,,11,2,17123
6360,果實,果实,6,guǒshí,,,,,15,40,17069
6361,國土,国土,6,guótǔ,,,,,8,22,16962
6362,過往,过往,6,guòwǎng,,,,,14,17,17136
6363,過問,过问,6,guòwèn,,,,,5,1,17135
6364,果真,果真,6,guǒzhēn,,,,,14,2,17068
6365,海拔,海拔,6,hǎibá,,,,,8,28,19241
6366,海軍,海军,6,hǎijūn,,,,,24,10,19282
6367,漢朝,汉朝,6,Hàncháo,,,,,9,7,
6368,涵蓋,涵盖,6,hángài,,,,,16,8,19653
6369,含糊,含糊,6,hánhú,,,,,13,1,19629
6370,捍衛,捍卫,6,hànwèi,,,,,8,10,19721
6371,含義,含义,6,hányì,,,,,14,6,19640
6371,含意,含意,6,hányì,,,,,14,6,19639
6372,航海,航海,6,hánghǎi,,,,,6,6,19789
6373,行列,行列,6,hángliè,,,,,13,30,19767
6374,行情,行情,6,hángqíng,,,,,12,3,19773
6375,航行,航行,6,hángxíng,,,,,11,5,19793
6376,號稱,号称,6,hàochēng,,,,,13,12,19518
6377,耗費,耗费,6,hàofèi,,,,,11,11,19504
6378,好漢,好汉,6,hǎohàn,,,,,9,1,19431
6379,豪華,豪华,6,háohuá,,,,,16,8,19395
6380,豪傑,豪杰,6,háojié,,,,,9,1,19396
6381,耗盡,耗尽,6,hàojìn,,,,,7,3,19506
6382,好評,好评,6,hǎopíng,,,,,6,3,19423
6383,好似,好似,6,hǎosì,,,,,9,1,
6384,好惡,好恶,6,hàowù,,,,,5,0,19479
6385,好意思,好意思,6,hǎoyìsi,,,,,9,13,19458
6386,豪宅,豪宅,6,háozhái,,,,,7,5,
6387,號召,号召,6,hàozhào,,,,,12,17,19517
6388,號子,号子,6,hàozi,,,,,2,0,19519
6388,證券行,证券行,6,zhèngquànháng,,,,,2,0,
6389,核,核,6,hé,,,,,15,30,19141
6390,荷包,荷包,6,hébāo,,,,,6,5,19135
6391,合併,合并,6,hébìng,,,,,17,5,19051
6392,何嘗,何尝,6,hécháng,,,,,7,1,19110
6393,河川,河川,6,héchuān,,,,,5,59,19131
6394,何等,何等,6,héděng,,,,,13,1,
6395,荷爾蒙,荷尔蒙,6,hé'ěrméng,,,,,17,22,19139
6396,合格,合格,6,hégé,,,,,7,9,19059
6397,合乎,合乎,6,héhū,,,,,13,5,
6398,呵護,呵护,6,hēhù,,,,,8,17,19007
6399,和解,和解,6,héjiě,,,,,9,10,19028
6400,合力,合力,6,hélì,,,,,8,5,19057
6401,和睦,和睦,6,hémù,,,,,7,3,19020
6402,和氣,和气,6,héqì,,,,,5,7,19030
6403,合情合理,合情合理,6,héqínghélǐ,,,,,4,1,19069
6404,和善,和善,6,héshàn,,,,,9,2,19036
6405,和尚,和尚,6,héshàng,,,,,66,10,19037
6406,合算,合算,6,hésuàn,,,,,1,0,19088
6407,合同,合同,6,hétóng,,,,,5,1,19054
6408,何謂,何谓,6,héwèi,,,,,7,1,19117
6409,何以,何以,6,héyǐ,,,,,22,2,
6410,核子,核子,6,hézǐ,,,,,7,26,19167
6411,黑道,黑道,6,hēidào,,,,,4,2,19343
6412,黑名單,黑名单,6,hēimíngdān,,,,,2,1,19341
6413,黑社會,黑社会,6,hēishèhuì,,,,,3,1,19361
6414,恨不得,恨不得,6,hènbùde,,,,,9,1,19761
6415,橫,横,6,hèng,,,,,21,11,19817 19846
6416,橫跨,横跨,6,héngkuà,,,,,6,6,19829
6417,衡量,衡量,6,héngliáng,,,,,22,8,19844
6418,橫行,横行,6,héngxíng,,,,,8,3,19834 45143
6419,橫越,横越,6,héngyuè,,,,,6,4,19842
6420,狠狠,狠狠,6,hěnhěn,,,,,28,6,
6420,狠,狠,6,hěn,,,,,28,6,
6421,哄,哄,6,hǒng,,,,,11,4,21044 21153
6422,哄,哄,6,hōng,,,,,11,4,21044 21153
6423,轟動,轰动,6,hōngdòng,,,,,10,3,21057
6424,洪水,洪水,6,hóngshuǐ,,,,,16,54,21091
6425,轟炸,轰炸,6,hōngzhà,,,,,8,7,21060
6426,吼,吼,6,hǒu,,,,,12,2,19534
6427,後人,后人,6,hòurén,,,,,22,8,19595
6428,後續,后续,6,hòuxù,,,,,16,24,19586
6429,後遺症,后遗症,6,hòuyízhèng,,,,,8,4,19598
6430,後院,后院,6,hòuyuàn,,,,,12,4,19603
6431,互補,互补,6,hùbǔ,,,,,7,2,19972
6432,呼喊,呼喊,6,hūhǎn,,,,,9,3,19860
6433,呼喚,呼唤,6,hūhuàn,,,,,16,6,19862
6434,胡亂,胡乱,6,húluàn,,,,,9,1,19904
6435,胡鬧,胡闹,6,húnào,,,,,6,1,19901
6436,胡說八道,胡说八道,6,húshuōbādào,,,,,7,1,19912
6437,胡思亂想,胡思乱想,6,húsīluànxiǎng,,,,,6,1,19915
6438,呼嘯,呼啸,6,hūxiào,,,,,7,1,19867
6439,鬍鬚,胡须,6,húxū,,,,,9,1,19940
6440,呼應,呼应,6,hūyìng,,,,,14,8,19871
6441,呼籲,呼吁,6,hūyù,,,,,14,51,19872
6442,划不來,划不来,6,huábùlái,,,,,1,2,20111
6443,划得來,划得来,6,huádelái,,,,,1,1,
6444,畫分,画分,6,huàfēn,,,,,8,6,
6444,劃分,划分,6,huàfēn,,,,,8,6,
6445,化解,化解,6,huàjiě,,,,,15,18,20173
6446,華麗,华丽,6,huálì,,,,,15,8,20119
6447,滑落,滑落,6,huáluò,,,,,6,2,20148
6448,化身,化身,6,huàshēn,,,,,11,4,20189
6449,話筒,话筒,6,huàtǒng,,,,,7,1,
6450,花紋,花纹,6,huāwén,,,,,5,5,20104
6451,畫像,画像,6,huàxiàng,,,,,13,1,20225
6452,花樣,花样,6,huāyàng,,,,,10,5,20102
6453,話語,话语,6,huàyǔ,,,,,22,6,
6454,畫作,画作,6,huàzuò,,,,,9,20,
6455,懷裡,怀里,6,huáilǐ,,,,,20,3,
6455,懷裏,怀里,6,huáilǐ,,,,,20,3,
6456,環,环,6,huán,,,,,17,23,20743
6457,環顧,环顾,6,huángù,,,,,11,1,
6458,緩和,缓和,6,huǎnhé,,,,,13,12,20783
6459,歡呼,欢呼,6,huānhū,,,,,13,4,20723
6460,環節,环节,6,huánjié,,,,,9,12,20751
6461,緩解,缓解,6,huǎnjiě,,,,,9,8,
6462,幻覺,幻觉,6,huànjué,,,,,15,3,20800
6463,喚起,唤起,6,huànqǐ,,,,,10,7,
6464,換取,换取,6,huànqǔ,,,,,9,9,20821
6465,環繞,环绕,6,huánrào,,,,,16,9,20758
6466,歡心,欢心,6,huānxīn,,,,,7,2,20729
6467,喚醒,唤醒,6,huànxǐng,,,,,14,7,20828
6468,換言之,换言之,6,huànyánzhī,,,,,15,1,
6469,患有,患有,6,huànyǒu,,,,,13,10,
6470,晃,晃,6,huàng,,,,,21,7,21033 21040
6471,晃,晃,6,huǎng,,,,,21,7,21033 21040
6472,慌,慌,6,huāng,,,,,11,8,20948
6473,荒廢,荒废,6,huāngfèi,,,,,5,15,20935
6474,恍惚,恍惚,6,huǎnghū,,,,,9,0,21026
6475,荒涼,荒凉,6,huāngliáng,,,,,8,5,20941
6476,慌亂,慌乱,6,huāngluàn,,,,,8,2,20950
6477,慌忙,慌忙,6,huāngmáng,,,,,10,0,20949
6478,荒謬,荒谬,6,huāngmiù,,,,,19,2,20934
6479,恍然大悟,恍然大悟,6,huǎngrándàwù,,,,,11,3,21029
6480,荒唐,荒唐,6,huāngtáng,,,,,13,2,20939
6481,謊言,谎言,6,huǎngyán,,,,,13,3,21039
6482,荒野,荒野,6,huāngyě,,,,,13,6,20946
6483,慌張,慌张,6,huāngzhāng,,,,,8,6,20951
6484,匯,汇,6,huì,,,,,1,2,20640
6485,回報,回报,6,huíbào,,,,,24,17,20516
6486,迴避,回避,6,huíbì,,,,,11,1,20575
6487,灰塵,灰尘,6,huīchén,,,,,12,13,20475
6488,回程,回程,6,huíchéng,,,,,6,3,20556
6489,回顧,回顾,6,huígù,,,,,22,15,20534
6490,回歸,回归,6,huíguī,,,,,19,21,20537
6491,回合,回合,6,huíhé,,,,,8,2,20540
6492,會合,会合,6,huìhé,,,,,11,2,20666
6493,輝煌,辉煌,6,huīhuáng,,,,,13,7,20507
6494,回饋,回馈,6,huíkuì,,,,,31,36,20539
6495,賄賂,贿赂,6,huìlù,,,,,8,3,20652
6496,會面,会面,6,huìmiàn,,,,,13,4,20657
6497,毀滅,毁灭,6,huǐmiè,,,,,18,7,20600
6498,回首,回首,6,huíshǒu,,,,,5,4,20559
6499,會談,会谈,6,huìtán,,,,,12,28,20660
6500,揮舞,挥舞,6,huīwǔ,,,,,10,3,20504
6501,灰心,灰心,6,huīxīn,,,,,6,4,20473
6502,回憶錄,回忆录,6,huíyìlù,,,,,10,1,
6503,回音,回音,6,huíyīn,,,,,6,2,20567
6504,繪製,绘制,6,huìzhì,,,,,6,7,20702
6505,魂,魂,6,hún,,,,,14,2,20895
6506,昏暗,昏暗,6,hūn'àn,,,,,10,3,20863
6507,混蛋,混蛋,6,hùndàn,,,,,9,0,20905
6508,渾身,浑身,6,húnshēn,,,,,29,2,20888
6509,混淆,混淆,6,hùnyáo,,,,,14,4,20920
6510,混雜,混杂,6,hùnzá,,,,,7,3,20919
6511,和,和,6,huò,,,,,5437,2135,19016 19190 19725 19883 20369 20436
6512,夥,伙,6,huǒ,,,,,9,2,20357
6513,火把,火把,6,huǒbǎ,,,,,6,3,20291
6514,火爆,火爆,6,huǒbào,,,,,5,2,20292
6515,貨幣,货币,6,huòbì,,,,,13,27,20372
6516,或多或少,或多或少,6,huòduōhuòshǎo,,,,,7,2,
6517,活化,活化,6,huóhuà,,,,,28,13,20272
6518,火花,火花,6,huǒhuā,,,,,8,6,20311
6519,活活,活活,6,huóhuó,,,,,9,4,
6520,火箭,火箭,6,huǒjiàn,,,,,8,6,20316
6521,活命,活命,6,huómìng,,,,,5,1,20262
6522,活期,活期,6,huóqí,,,,,1,0,
6523,火氣,火气,6,huǒqì,,,,,5,2,20319
6524,獲取,获取,6,huòqǔ,,,,,10,6,20422
6525,活生生,活生生,6,huóshēngshēng,,,,,14,6,20281
6526,活性,活性,6,huóxìng,,,,,5,19,20277
6527,火焰,火焰,6,huǒyàn,,,,,12,2,20350
6528,貨真價實,货真价实,6,huòzhēnjiàshí,,,,,3,1,20381
6529,獲准,获准,6,huòzhǔn,,,,,5,2,20426
6530,即,即,6,jí,,,,,343,22,21386
6531,疾,疾,6,jí,,,,,14,4,21454
6532,集,集,6,jí,,,,,35,57,21479
6533,劑,剂,6,jì,,,,,8,21,21692
6534,忌,忌,6,jì,,,,,11,4,21576
6535,暨,暨,6,jì,,,,,13,5,21652
6536,祭,祭,6,jì,,,,,12,7,21674
6537,繼,继,6,jì,,,,,20,11,21713
6538,際,际,6,jì,,,,,52,15,21688
6539,即便,即便,6,jíbiàn,,,,,36,23,
6540,基層,基层,6,jīcéng,,,,,10,6,21188
6541,急促,急促,6,jícù,,,,,8,1,21450
6542,激盪,激荡,6,jīdàng,,,,,9,4,21276
6543,極點,极点,6,jídiǎn,,,,,9,1,21409
6544,既定,既定,6,jìdìng,,,,,9,3,21648
6545,極度,极度,6,jídù,,,,,25,5,21410
6546,極端,极端,6,jíduān,,,,,38,50,21411
6547,繼而,继而,6,jì'ér,,,,,7,1,
6548,激發,激发,6,jīfā,,,,,30,10,21273
6549,繼父,继父,6,jìfù,,,,,4,1,21715
6550,肌膚,肌肤,6,jīfū,,,,,10,2,21158
6551,機關,机关,6,jīguān,,,,,30,13,21231
6552,集會,集会,6,jíhuì,,,,,9,6,21484
6553,忌諱,忌讳,6,jìhuì,,,,,6,4,21579
6554,即將,即将,6,jíjiāng,,,,,64,61,21390
6555,計較,计较,6,jìjiào,,,,,10,12,21640
6556,集結,集结,6,jíjié,,,,,12,12,21485
6557,激進,激进,6,jījìn,,,,,11,21,21283
6558,寂靜,寂静,6,jíjìng,,,,,16,9,21475
6559,即刻,即刻,6,jíkè,,,,,12,4,21388
6560,即可,即可,6,jíkě,,,,,25,4,21387
6561,吉利,吉利,6,jílì,,,,,6,1,21374
6562,極力,极力,6,jílì,,,,,19,6,21414
6563,激勵,激励,6,jīlì,,,,,25,10,21279
6564,紀律,纪律,6,jìlǜ,,,,,21,5,21592
6565,機密,机密,6,jīmì,,,,,10,4,21222
6566,計謀,计谋,6,jìmóu,,,,,9,1,21631
6567,繼母,继母,6,jìmǔ,,,,,5,0,21714
